-0.0058564,-0.18887,4.3408
-0.39429,-0.1775,4.3828
-0.39729,-0.10458,4.3347
-0.33509,-0.1786,4.4056
-0.43276,-0.063593,4.3056
0.095292,-0.08999,4.4367
-0.77995,-0.037004,4.3392
0.063423,-0.11657,4.2876
-0.43752,-0.21201,4.3399
-0.29339,-0.21408,4.364
-0.62771,-0.042175,4.3173
0.086832,-0.1173,4.3219
0.11801,-0.098554,4.4425
-0.34606,-0.11033,4.3502
-0.45663,-0.20991,4.3041
-0.96994,-0.17963,4.387
-0.44146,-0.23635,4.3712
0.0044215,-0.21209,4.3638
-0.33966,0.32769,4.3573
-0.1054,0.48548,4.3715
-0.12892,0.49242,4.2708
1.5787,0.46878,4.408
0.11074,0.082335,4.3851
0.085562,0.088864,4.3357
-1.0434,-0.17579,4.3691
-0.36235,-0.10251,4.2855
-1.0488,-0.15889,4.3576
-0.34406,0.31508,4.4013
-1.0904,-0.22215,4.3408
1.1203,0.092417,4.4988
-0.10745,-0.03384,4.4158
1.5873,0.3557,4.4114
-0.10066,0.51511,4.4316
0.83681,0.19666,4.5454
-1.0661,-0.22978,4.337
0.054837,0.42068,4.2834
-1.2272,0.53972,4.3055
0.092058,0.41328,4.2948
-0.58354,-0.27261,4.4455
1.6014,0.31775,4.4286
-0.62299,-0.27216,4.4405
-0.13706,0.53423,4.2955
1.5739,0.49021,4.4364
-0.83885,-0.12813,4.3644
-0.4795,-0.24086,4.4283
0.96552,-0.22181,4.4136
-0.12484,0.54992,4.3979
0.1315,0.39248,4.3148
-1.051,-0.059852,4.3415
1.135,-0.3404,4.4627
-0.28005,-0.026066,4.3012
-0.31184,-0.0028002,4.3053
-0.71681,-0.24652,4.3856
-0.29816,-0.25016,4.4566
-0.65522,-0.2109,4.4498
0.99351,0.11957,4.529
1.4496,-0.31363,4.4537
-0.7046,-0.2305,4.3997
-0.80688,-0.22586,4.4004
1.3617,-0.2845,4.4489
0.7492,0.34112,4.3339
-0.76206,-0.24832,4.3768
0.13903,0.050058,4.3305
-0.069182,0.4936,4.2672
-0.82779,-0.21907,4.3934
1.2023,0.28324,4.5144
0.83333,0.12832,4.4513
1.2894,-0.28074,4.3922
-0.34288,0.36399,4.2965
-1.0097,-0.19165,4.3624
-1.2165,0.44727,4.342
0.65641,0.19167,4.4187
1.1176,0.13171,4.4522
1.3505,0.392,4.4112
-1.027,-0.069024,4.3385
-0.044185,-0.027754,4.3403
-0.83831,-0.089842,4.3615
1.2264,-0.22751,4.4152
-0.12801,-0.077141,4.5446
0.59229,0.27806,4.4127
-0.33391,0.0034265,4.2975
1.3052,0.39725,4.3652
1.3466,0.4222,4.4
-0.76863,-0.22688,4.3237
-0.28319,-0.0043939,4.3338
-0.97445,-0.0055348,4.2499
1.0755,-0.32291,4.4153
0.27455,-0.1045,4.4028
-0.94706,-0.084251,4.3598
-0.85426,-0.22023,4.3717
0.17872,0.12049,4.3466
0.94112,0.037464,4.4771
1.5317,0.13936,4.4863
-1.0083,-0.12231,4.3826
0.46164,-0.12012,4.4285
0.68689,0.13686,4.4123
-0.53396,-0.22003,4.3648
1.5701,0.25337,4.5116
1.2037,0.31386,4.5207
0.81842,0.28126,4.378
-0.79525,-0.25753,4.4185
1.2016,0.22685,4.4836
1.6119,0.18791,4.516
1.2578,0.19705,4.5153
-1.1054,-0.18361,4.365
-1.0143,-0.22897,4.4108
1.6142,0.2049,4.5252
1.5348,0.55346,4.3943
-0.1082,0.53792,4.3174
0.020256,-0.29622,4.4325
0.04683,0.37542,4.3868
0.91957,0.24149,4.4786
1.0091,0.54007,4.3343
1.3514,0.2604,4.4655
2.0361,0.55367,4.4413
-0.90993,-0.18948,4.3754
-0.66666,-0.1902,4.3526
-0.36229,-0.07565,4.3049
1.3908,0.17328,4.4998
0.99188,0.46201,4.3385
-0.131,0.53991,4.4527
0.12609,0.54407,4.505
1.1159,-0.33354,4.4415
-0.5871,-0.27595,4.389
-0.41249,-0.23994,4.2848
-0.31177,-0.24107,4.3015
-1.0472,-0.23114,4.3398
-0.74872,-0.22551,4.2759
0.012157,-0.23023,4.4251
0.090179,-0.22685,4.3515
-0.85732,-0.21465,4.3659
-0.52812,-0.21521,4.3682
-1.1228,-0.20462,4.3933
-0.82751,-0.20003,4.362
-0.64149,-0.1987,4.3574
-1.016,-0.18722,4.388
-0.87357,-0.18565,4.3738
-1.0846,-0.17157,4.3255
-1.055,-0.17401,4.4182
-0.96501,-0.17162,4.3739
0.45081,-0.16766,4.4037
-0.81667,-0.13899,4.3149
-0.64643,-0.14033,4.3829
-1.0106,-0.12673,4.3775
-0.96999,-0.12382,4.3845
-0.9429,-0.092138,4.345
-0.83843,-0.096113,4.347
-0.29809,-0.063883,4.3368
-0.092602,-0.061311,4.4183
0.22302,-0.060519,4.3358
-0.29961,-0.032275,4.3309
-0.98507,-0.0033767,4.2885
-0.33936,0.0093762,4.3101
-0.31348,0.010646,4.3206
0.19269,0.10158,4.3446
1.1388,0.13542,4.479
1.6376,0.15554,4.5588
1.4702,0.19938,4.5195
0.81213,0.20871,4.415
1.6178,0.21584,4.541
1.179,0.22305,4.413
1.5794,0.24754,4.5221
1.3424,0.26116,4.4933
1.4094,0.29919,4.4351
0.78301,0.32415,4.3759
1.2595,0.35777,4.4271
-0.26912,0.36641,4.3347
-0.26908,0.39575,4.3042
0.083748,0.39497,4.3233
1.3097,0.41586,4.3521
0.041592,0.42493,4.3329
0.10099,0.4294,4.3685
0.15867,0.42397,4.3193
1.311,0.44768,4.4029
-1.2085,0.46193,4.3238
1.5691,0.46203,4.3769
-0.13459,0.48867,4.2734
-0.093156,0.49928,4.3362
-1.218,0.52585,4.3028
-0.13635,0.52551,4.3116
1.4928,0.3135,4.3883
